,gender,customer type,age,type of travel,class,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes,satisfaction
24313,Female,Disloyal customer,42,Business travel,Eco,1082,4,4,4,3,1,4,1,1,4,5,3,2,4,1,0,0,Neutral or dissatisfied
24314,Female,Loyal customer,30,Business travel,Eco Plus,1565,0,0,0,1,1,0,1,1,5,1,5,1,2,1,11,30,Satisfied
24315,Male,Loyal customer,39,Business travel,Business,1714,1,2,1,1,5,4,5,4,4,5,4,2,4,3,0,0,Satisfied
24316,Male,Loyal customer,18,Personal Travel,Eco,647,4,5,4,2,5,4,5,5,1,2,3,5,3,5,3,0,Neutral or dissatisfied
24317,Female,Disloyal customer,57,Business travel,Eco Plus,1371,2,2,2,4,1,2,1,1,3,3,3,4,3,1,2,1,Neutral or dissatisfied
24318,Female,Loyal customer,41,Business travel,Business,251,4,4,4,4,4,5,4,4,4,4,4,3,4,3,21,16,Satisfied
24319,Male,Loyal customer,49,Personal Travel,Eco,731,4,3,5,3,3,5,3,3,5,2,4,1,5,3,0,0,Satisfied
24320,Female,Disloyal customer,25,Business travel,Business,369,3,0,2,4,3,2,3,3,4,5,5,3,4,3,1,0,Neutral or dissatisfied
24321,Female,Loyal customer,38,Business travel,Eco Plus,803,3,2,2,2,3,3,3,3,1,5,4,5,4,3,15,0,Satisfied
24322,Female,Loyal customer,55,Business travel,Business,340,1,1,1,1,5,5,5,4,4,4,4,3,4,3,0,15,Satisfied
24323,Female,Loyal customer,40,Business travel,Business,251,5,5,5,5,4,4,5,5,5,5,5,5,5,4,15,20,Satisfied
24324,Male,Loyal customer,57,Personal Travel,Eco,239,2,4,2,4,3,2,3,3,4,5,5,4,2,3,66,61,Neutral or dissatisfied
24325,Male,Loyal customer,40,Personal Travel,Eco,2239,4,4,4,4,5,4,5,5,4,4,2,2,4,5,0,0,Satisfied
24326,Male,Loyal customer,16,Personal Travel,Eco,1072,3,4,3,1,3,3,3,3,3,3,4,5,5,3,0,0,Neutral or dissatisfied
24327,Female,Loyal customer,44,Business travel,Business,2681,5,5,5,5,5,5,5,5,5,5,5,4,5,5,0,0,Satisfied
24328,Male,Disloyal customer,26,Business travel,Business,757,1,1,1,3,3,1,3,3,5,2,4,3,4,3,0,0,Neutral or dissatisfied
24329,Male,Loyal customer,51,Business travel,Business,2979,3,3,3,3,5,5,5,4,2,4,5,5,4,5,0,0,Satisfied
24330,Male,Loyal customer,59,Personal Travel,Eco,933,3,4,3,3,2,3,3,2,3,4,5,3,4,2,0,8,Neutral or dissatisfied
24331,Female,Loyal customer,51,Personal Travel,Eco,651,1,5,1,3,1,5,3,1,1,1,1,4,1,3,0,0,Neutral or dissatisfied
24332,Female,Loyal customer,53,Personal Travel,Eco,907,4,1,4,4,2,3,4,3,3,4,3,3,3,1,0,2,Satisfied
24333,Male,Loyal customer,68,Business travel,Business,134,3,2,1,1,3,3,3,3,1,4,4,3,1,3,131,151,Neutral or dissatisfied
24334,Male,Disloyal customer,27,Business travel,Business,414,2,2,2,1,1,2,1,1,3,5,5,4,5,1,0,0,Neutral or dissatisfied
24335,Female,Loyal customer,58,Business travel,Business,1874,2,2,2,2,5,5,5,5,5,5,5,5,5,5,4,0,Satisfied
24336,Female,Disloyal customer,38,Business travel,Eco,214,4,0,3,1,4,3,4,4,2,3,1,1,3,4,0,0,Satisfied
24337,Male,Loyal customer,24,Business travel,Business,2083,4,4,4,4,4,4,4,4,1,5,2,2,5,4,2,0,Satisfied
24338,Female,Loyal customer,17,Personal Travel,Business,604,3,5,2,4,1,2,1,1,4,3,4,5,4,1,0,0,Neutral or dissatisfied
24339,Female,Loyal customer,44,Personal Travel,Eco,429,4,5,1,1,1,4,4,5,5,1,4,1,5,3,0,0,Neutral or dissatisfied
24340,Female,Loyal customer,49,Business travel,Eco,639,4,2,2,2,5,4,2,4,4,4,4,5,4,3,1,0,Satisfied
24341,Male,Loyal customer,45,Business travel,Eco,544,3,3,3,3,3,3,3,3,2,1,3,1,3,3,7,0,Neutral or dissatisfied
24342,Female,Disloyal customer,23,Business travel,Eco,248,3,0,3,3,3,3,4,3,5,4,3,2,4,3,47,48,Neutral or dissatisfied
24343,Male,Loyal customer,45,Business travel,Business,1892,5,5,5,5,4,3,4,3,3,3,3,3,3,3,0,0,Satisfied
24344,Male,Loyal customer,25,Business travel,Business,2866,1,1,1,1,4,4,4,4,2,4,4,5,4,4,12,0,Satisfied
24345,Male,Loyal customer,50,Business travel,Eco,598,5,3,3,3,5,5,5,5,3,3,3,4,2,5,0,1,Satisfied
24346,Female,Loyal customer,55,Business travel,Business,216,2,5,5,5,3,4,4,3,3,3,2,3,3,1,0,0,Neutral or dissatisfied
24347,Male,Disloyal customer,36,Business travel,Business,1188,3,3,3,2,5,3,5,5,4,4,5,5,4,5,0,2,Neutral or dissatisfied
24348,Female,Loyal customer,33,Business travel,Business,236,3,4,4,4,3,2,2,3,3,3,3,1,3,4,80,81,Neutral or dissatisfied
24349,Female,Loyal customer,14,Personal Travel,Eco,239,3,4,0,1,2,0,2,2,4,3,4,3,5,2,0,0,Neutral or dissatisfied
24350,Female,Loyal customer,53,Business travel,Business,651,1,1,1,1,3,4,5,4,4,4,4,5,4,5,0,0,Satisfied
24351,Male,Loyal customer,30,Business travel,Business,2669,4,1,1,1,4,4,4,4,1,5,3,2,2,4,28,32,Neutral or dissatisfied
24352,Female,Disloyal customer,36,Business travel,Eco,1047,1,1,1,3,2,1,2,2,2,3,4,3,4,2,11,0,Neutral or dissatisfied
24353,Female,Loyal customer,49,Business travel,Business,419,5,5,5,5,2,4,5,5,5,5,5,4,5,5,0,0,Satisfied
24354,Male,Loyal customer,19,Business travel,Business,1216,3,3,4,3,4,5,4,4,1,5,1,2,2,4,0,1,Satisfied
24355,Male,Loyal customer,33,Business travel,Eco,280,0,0,0,3,3,0,4,3,3,3,1,1,1,3,0,0,Satisfied
24356,Female,Loyal customer,65,Personal Travel,Eco,1533,2,4,3,3,2,4,5,5,5,3,3,4,5,3,16,26,Neutral or dissatisfied
24357,Male,Disloyal customer,37,Business travel,Business,347,3,3,3,3,4,3,4,4,3,3,4,3,3,4,2,0,Neutral or dissatisfied
24358,Female,Loyal customer,47,Business travel,Business,566,4,4,4,4,1,2,1,4,4,4,4,1,4,3,0,0,Neutral or dissatisfied
24359,Male,Disloyal customer,20,Business travel,Business,190,5,4,5,5,5,5,5,5,3,4,4,5,4,5,0,0,Satisfied
24360,Male,Loyal customer,50,Business travel,Business,2000,0,5,0,2,5,5,5,1,1,1,1,5,1,3,55,54,Satisfied
24361,Male,Loyal customer,48,Business travel,Business,599,3,3,3,3,5,4,5,4,4,4,4,3,4,4,0,0,Satisfied
24362,Female,Loyal customer,44,Business travel,Business,606,5,5,5,5,3,5,4,3,3,3,3,4,3,4,19,22,Satisfied
24363,Female,Loyal customer,53,Business travel,Business,2721,3,5,5,5,4,4,3,3,3,3,3,3,3,3,0,0,Neutral or dissatisfied
24364,Male,Loyal customer,14,Personal Travel,Eco,959,3,5,3,4,2,3,2,2,4,2,4,4,5,2,0,8,Neutral or dissatisfied
24365,Female,Loyal customer,55,Personal Travel,Business,728,2,3,2,4,3,4,3,4,4,2,4,1,4,3,6,0,Neutral or dissatisfied
24366,Male,Loyal customer,37,Business travel,Business,227,3,3,3,3,5,5,5,5,5,4,5,5,5,4,0,0,Satisfied
24367,Female,Loyal customer,51,Business travel,Business,3953,4,4,4,4,5,5,5,5,5,5,5,3,5,5,0,0,Satisfied
24368,Female,Loyal customer,50,Business travel,Business,3986,3,4,4,4,1,2,3,3,3,3,3,3,3,3,0,0,Neutral or dissatisfied
24369,Female,Loyal customer,37,Business travel,Eco,315,5,4,4,4,5,5,5,1,4,5,3,5,5,5,143,138,Satisfied
24370,Male,Disloyal customer,11,Business travel,Eco,918,5,5,5,4,1,5,1,1,5,2,4,5,5,1,6,1,Satisfied
24371,Male,Loyal customer,54,Business travel,Business,2921,1,1,1,1,5,5,5,5,5,5,5,3,5,5,0,0,Satisfied
24372,Female,Disloyal customer,39,Business travel,Business,205,1,2,2,4,5,2,5,5,4,2,1,3,3,5,0,0,Neutral or dissatisfied
24373,Female,Loyal customer,36,Business travel,Business,1711,5,5,5,5,3,3,4,5,5,5,5,5,5,2,0,0,Satisfied
24374,Female,Loyal customer,49,Personal Travel,Eco,1020,2,0,2,2,3,3,2,5,5,2,5,5,5,1,0,0,Neutral or dissatisfied
24375,Female,Loyal customer,48,Business travel,Business,2267,5,5,3,5,2,5,4,5,5,5,5,4,5,3,0,0,Satisfied
24376,Female,Disloyal customer,64,Business travel,Eco Plus,328,1,2,2,3,5,1,1,5,3,5,4,4,5,5,0,0,Neutral or dissatisfied
24377,Male,Loyal customer,26,Personal Travel,Eco,1337,2,2,1,2,2,1,2,2,4,2,1,1,2,2,0,23,Neutral or dissatisfied
24378,Male,Loyal customer,51,Business travel,Business,1592,1,1,1,1,2,5,5,4,4,4,4,3,4,3,0,1,Satisfied
24379,Female,Disloyal customer,21,Business travel,Business,1142,3,2,3,3,3,3,3,3,2,5,3,1,3,3,0,11,Neutral or dissatisfied
24380,Male,Loyal customer,41,Business travel,Business,888,4,4,4,4,3,5,5,4,4,4,4,5,4,5,0,0,Satisfied
24381,Male,Disloyal customer,56,Business travel,Eco,525,4,0,4,2,5,4,5,5,4,5,5,4,3,5,0,0,Satisfied
24382,Female,Loyal customer,40,Personal Travel,Eco,371,1,5,1,4,3,1,3,3,5,3,5,3,4,3,0,0,Neutral or dissatisfied
24383,Male,Disloyal customer,27,Business travel,Eco,376,3,0,3,2,3,3,3,3,5,5,5,2,2,3,0,0,Neutral or dissatisfied
24384,Male,Disloyal customer,61,Business travel,Eco,405,2,2,2,3,5,2,5,5,4,1,4,1,4,5,0,32,Neutral or dissatisfied
24385,Female,Loyal customer,48,Business travel,Eco Plus,163,4,2,2,2,1,2,5,4,4,4,4,2,4,1,0,0,Satisfied
24386,Male,Disloyal customer,33,Business travel,Eco,589,2,1,3,3,4,3,4,4,3,5,4,3,3,4,0,0,Neutral or dissatisfied
24387,Male,Loyal customer,49,Business travel,Business,1325,1,1,5,1,4,5,4,2,2,2,2,4,2,5,10,34,Satisfied
24388,Male,Loyal customer,54,Business travel,Business,867,5,5,5,5,2,5,4,4,4,4,4,5,4,5,7,0,Satisfied
24389,Female,Loyal customer,20,Business travel,Business,1916,4,4,4,4,5,5,5,5,5,5,4,5,5,5,109,87,Satisfied
24390,Male,Loyal customer,57,Business travel,Business,3953,3,3,3,3,5,5,4,4,4,4,4,4,4,5,0,0,Satisfied
24391,Male,Loyal customer,21,Personal Travel,Eco,1437,4,5,4,1,5,4,5,5,5,3,5,3,4,5,0,8,Satisfied
24392,Female,Disloyal customer,22,Business travel,Eco,189,2,4,2,4,3,2,3,3,5,4,4,5,5,3,9,0,Neutral or dissatisfied
24393,Female,Loyal customer,71,Business travel,Eco Plus,373,3,2,2,2,2,3,4,2,2,3,2,1,2,3,0,0,Neutral or dissatisfied
24394,Male,Loyal customer,32,Personal Travel,Eco,125,2,2,2,2,3,2,3,3,4,5,2,4,1,3,8,107,Neutral or dissatisfied
24395,Female,Loyal customer,40,Business travel,Business,3252,2,2,2,2,2,4,5,4,4,4,4,5,4,4,0,4,Satisfied
24396,Male,Disloyal customer,22,Business travel,Eco,680,4,4,4,3,2,4,5,2,1,1,4,3,4,2,54,18,Neutral or dissatisfied
24397,Male,Disloyal customer,24,Business travel,Eco,794,3,3,3,1,5,3,5,5,4,1,4,2,4,5,0,13,Neutral or dissatisfied
24398,Male,Loyal customer,55,Business travel,Eco,684,5,2,2,2,5,5,5,5,4,1,3,5,3,5,0,1,Satisfied
24399,Female,Loyal customer,45,Business travel,Business,3345,1,1,1,1,2,5,5,5,5,5,5,4,5,5,27,22,Satisfied
24400,Male,Disloyal customer,22,Business travel,Business,1235,4,0,4,3,4,4,1,4,3,4,4,3,4,4,0,0,Satisfied
24401,Female,Loyal customer,49,Business travel,Business,862,3,3,3,3,5,5,5,4,4,4,4,4,4,5,9,25,Satisfied
24402,Male,Disloyal customer,27,Business travel,Business,594,2,2,2,2,3,2,3,3,4,3,4,5,4,3,0,0,Neutral or dissatisfied
24403,Female,Disloyal customer,37,Business travel,Eco,528,2,3,2,3,3,2,3,3,2,1,4,4,3,3,0,0,Neutral or dissatisfied
24404,Female,Loyal customer,45,Business travel,Eco,907,4,4,4,4,2,2,4,3,3,4,3,3,3,3,9,8,Satisfied
24405,Female,Disloyal customer,37,Business travel,Eco,109,4,3,4,4,2,4,2,2,3,1,1,1,1,2,0,0,Satisfied
24406,Male,Disloyal customer,36,Business travel,Eco,328,2,4,2,3,4,2,4,4,4,4,3,2,4,4,20,15,Neutral or dissatisfied
24407,Male,Loyal customer,55,Business travel,Eco Plus,507,2,2,4,2,2,2,2,2,3,2,3,3,4,2,0,0,Neutral or dissatisfied
24408,Male,Loyal customer,47,Business travel,Eco,1075,5,4,4,4,5,5,5,5,5,5,5,5,3,5,15,6,Satisfied
24409,Male,Loyal customer,65,Personal Travel,Eco,333,3,5,3,4,3,3,3,3,4,5,5,5,5,3,0,0,Neutral or dissatisfied
24410,Female,Loyal customer,28,Personal Travel,Eco,507,2,3,2,4,1,2,1,1,4,1,4,3,4,1,16,7,Neutral or dissatisfied
24411,Male,Loyal customer,61,Personal Travel,Eco,447,3,4,3,4,1,3,1,1,1,2,3,3,4,1,0,0,Neutral or dissatisfied
24412,Female,Loyal customer,43,Personal Travel,Eco,2295,1,5,1,4,3,5,4,5,5,1,5,5,5,4,4,16,Neutral or dissatisfied
24413,Female,Loyal customer,22,Personal Travel,Eco,526,1,4,1,1,5,1,5,5,3,2,4,4,5,5,0,0,Neutral or dissatisfied
24414,Male,Loyal customer,50,Personal Travel,Eco,2565,3,3,2,4,3,2,3,3,2,4,4,4,3,3,88,42,Neutral or dissatisfied
24415,Male,Loyal customer,26,Business travel,Eco,2565,3,3,3,3,3,4,3,1,5,2,4,3,1,3,87,57,Neutral or dissatisfied
24416,Female,Loyal customer,33,Personal Travel,Eco,675,2,4,2,1,5,2,5,5,4,2,5,5,5,5,6,0,Neutral or dissatisfied
24417,Female,Loyal customer,46,Business travel,Business,1124,5,5,5,5,3,4,5,3,3,4,3,4,3,5,3,8,Satisfied
24418,Female,Loyal customer,46,Personal Travel,Eco,770,1,4,1,3,3,4,4,3,3,1,2,5,3,4,0,0,Neutral or dissatisfied
24419,Female,Loyal customer,48,Business travel,Business,2218,5,5,5,5,4,5,4,4,4,4,4,5,4,5,0,1,Satisfied
24420,Male,Loyal customer,49,Business travel,Business,2463,2,2,2,2,3,1,5,5,5,5,5,1,5,5,0,0,Satisfied
24421,Male,Loyal customer,46,Business travel,Business,1547,3,3,3,3,3,5,5,3,3,3,3,3,3,5,1,0,Satisfied
24422,Male,Disloyal customer,26,Business travel,Business,266,1,5,1,4,3,1,3,3,3,5,4,3,4,3,0,0,Neutral or dissatisfied
24423,Female,Disloyal customer,23,Business travel,Eco,100,0,4,0,1,5,0,5,5,1,2,5,2,4,5,0,0,Satisfied
24424,Male,Loyal customer,41,Business travel,Business,3766,2,3,3,3,3,2,3,2,2,3,2,2,2,1,20,16,Neutral or dissatisfied
24425,Female,Loyal customer,63,Business travel,Eco,229,5,3,3,3,4,4,2,5,5,5,5,4,5,1,21,42,Satisfied
24426,Male,Disloyal customer,27,Business travel,Business,405,5,5,5,3,3,5,3,3,4,5,4,4,4,3,0,0,Satisfied
24427,Female,Disloyal customer,22,Business travel,Eco,1448,3,3,3,4,1,3,1,1,2,3,4,1,4,1,0,0,Neutral or dissatisfied
24428,Female,Loyal customer,35,Personal Travel,Eco,306,2,5,2,4,3,2,3,3,5,5,4,4,4,3,3,18,Neutral or dissatisfied
24429,Male,Loyal customer,45,Business travel,Business,1011,5,5,5,5,4,5,5,3,3,4,3,4,3,4,7,7,Satisfied
24430,Female,Disloyal customer,40,Business travel,Business,216,4,4,4,5,4,4,4,4,2,4,3,5,4,4,11,12,Neutral or dissatisfied
24431,Female,Loyal customer,60,Personal Travel,Eco,125,4,3,4,5,2,2,2,1,1,4,1,2,1,5,0,0,Neutral or dissatisfied
24432,Female,Loyal customer,54,Personal Travel,Eco Plus,550,3,4,3,3,4,3,3,3,3,3,3,2,3,2,0,0,Neutral or dissatisfied
24433,Male,Disloyal customer,36,Business travel,Eco Plus,406,4,4,4,4,4,4,4,4,3,4,4,4,3,4,82,91,Neutral or dissatisfied
24434,Male,Disloyal customer,25,Business travel,Eco,402,3,5,3,5,4,3,4,4,5,1,1,3,3,4,5,0,Neutral or dissatisfied
24435,Female,Disloyal customer,30,Business travel,Business,787,1,1,1,4,1,1,1,1,5,5,5,5,4,1,18,22,Neutral or dissatisfied
24436,Male,Loyal customer,26,Business travel,Business,2923,4,1,1,1,4,4,4,4,4,1,4,3,4,4,9,0,Neutral or dissatisfied
24437,Male,Disloyal customer,29,Business travel,Eco,160,1,5,1,4,3,1,3,3,2,5,1,1,3,3,0,13,Neutral or dissatisfied
24438,Male,Loyal customer,49,Business travel,Business,422,5,5,5,5,4,3,2,5,5,5,5,5,5,5,0,0,Satisfied
24439,Female,Loyal customer,30,Personal Travel,Eco,641,1,5,1,2,5,1,5,5,4,4,4,4,5,5,0,12,Neutral or dissatisfied
24440,Male,Loyal customer,35,Personal Travel,Eco Plus,861,3,4,3,1,5,3,4,5,5,3,4,5,5,5,6,0,Neutral or dissatisfied
24441,Female,Loyal customer,52,Business travel,Business,3358,2,2,2,2,4,4,4,5,5,5,5,4,5,3,15,4,Satisfied
24442,Male,Loyal customer,17,Business travel,Eco Plus,409,4,2,2,2,4,4,5,4,4,4,2,5,1,4,0,0,Satisfied
24443,Female,Disloyal customer,49,Business travel,Eco,645,3,0,3,1,3,3,4,3,1,1,3,1,3,3,2,8,Neutral or dissatisfied
24444,Female,Loyal customer,46,Personal Travel,Eco,447,0,5,0,2,4,4,5,2,2,0,2,3,2,4,0,0,Satisfied
24445,Male,Loyal customer,45,Business travel,Business,2078,4,4,4,4,3,4,5,2,2,2,2,4,2,5,9,1,Satisfied
24446,Female,Loyal customer,40,Personal Travel,Eco,2075,4,2,4,4,3,4,3,3,1,5,3,4,3,3,0,0,Neutral or dissatisfied
24447,Male,Loyal customer,15,Personal Travel,Eco,341,2,4,1,4,1,1,1,1,4,2,2,3,1,1,15,0,Neutral or dissatisfied
24448,Male,Disloyal customer,40,Business travel,Business,4502,4,4,4,5,4,4,4,4,4,4,4,4,5,4,0,0,Neutral or dissatisfied
24449,Female,Loyal customer,66,Business travel,Business,3662,3,3,3,3,2,4,3,3,3,3,3,2,3,2,28,52,Neutral or dissatisfied
24450,Male,Loyal customer,53,Personal Travel,Eco,1276,3,3,3,4,5,3,5,5,1,2,3,3,4,5,12,10,Neutral or dissatisfied
24451,Male,Disloyal customer,19,Business travel,Eco,972,2,2,2,4,1,2,1,1,4,5,3,2,4,1,0,0,Neutral or dissatisfied
24452,Female,Loyal customer,37,Business travel,Business,4502,2,2,2,2,4,4,4,4,5,5,4,4,3,4,6,0,Satisfied
24453,Male,Disloyal customer,26,Business travel,Eco,867,4,4,4,5,4,4,4,4,5,1,2,1,2,4,0,0,Neutral or dissatisfied
24454,Female,Loyal customer,54,Personal Travel,Eco,319,5,4,5,3,1,1,4,2,2,5,2,1,2,4,0,0,Satisfied
24455,Male,Loyal customer,57,Personal Travel,Eco,529,3,4,3,5,5,3,5,5,4,2,5,4,5,5,5,0,Neutral or dissatisfied
24456,Female,Loyal customer,55,Business travel,Business,453,3,3,3,3,5,5,5,5,5,5,5,3,5,3,17,8,Satisfied
24457,Female,Loyal customer,25,Personal Travel,Eco,647,4,1,4,2,1,4,1,1,2,5,3,3,2,1,54,40,Neutral or dissatisfied
24458,Female,Loyal customer,28,Business travel,Eco,2614,5,4,3,4,5,5,5,5,1,1,5,5,5,5,0,0,Satisfied
24459,Male,Loyal customer,47,Business travel,Business,1916,3,3,3,3,5,4,4,4,4,4,4,5,4,3,13,19,Satisfied
24460,Male,Loyal customer,66,Personal Travel,Eco,181,4,2,4,4,4,4,4,4,1,2,3,3,4,4,0,0,Satisfied
24461,Male,Loyal customer,57,Personal Travel,Eco,236,4,4,4,4,2,4,2,2,3,4,4,4,4,2,1,13,Neutral or dissatisfied
24462,Male,Loyal customer,48,Personal Travel,Eco,679,3,5,3,1,3,3,3,3,3,4,5,5,4,3,1,0,Neutral or dissatisfied
24463,Male,Loyal customer,17,Business travel,Eco,188,5,5,3,5,5,5,5,5,3,5,2,4,5,5,0,0,Satisfied
24464,Male,Loyal customer,44,Business travel,Business,2651,3,3,3,3,4,5,5,4,4,4,4,5,4,3,0,0,Satisfied
24465,Female,Loyal customer,19,Business travel,Business,1874,5,5,5,5,4,4,4,4,3,1,4,5,1,4,2,19,Satisfied
24466,Female,Loyal customer,33,Business travel,Eco,436,5,2,2,2,5,5,5,5,4,3,3,3,1,5,0,10,Satisfied
24467,Female,Disloyal customer,29,Business travel,Business,748,4,4,4,1,2,4,2,2,4,4,5,5,4,2,0,0,Neutral or dissatisfied
24468,Female,Loyal customer,49,Business travel,Business,163,5,5,5,5,1,3,4,4,4,4,5,1,4,3,0,0,Satisfied
24469,Male,Loyal customer,33,Personal Travel,Eco,2329,3,5,3,4,3,4,4,3,5,5,5,4,4,4,0,16,Neutral or dissatisfied
24470,Female,Loyal customer,25,Business travel,Business,2417,3,3,3,3,5,5,5,5,4,2,5,4,4,5,74,90,Satisfied
24471,Female,Disloyal customer,36,Business travel,Eco,194,2,3,2,4,5,2,5,5,2,1,3,4,4,5,0,3,Neutral or dissatisfied
24472,Female,Loyal customer,69,Personal Travel,Eco Plus,2475,3,2,3,4,2,4,4,3,3,3,3,3,3,3,0,0,Neutral or dissatisfied
24473,Female,Disloyal customer,37,Business travel,Business,226,3,3,3,1,4,3,4,4,4,3,4,4,5,4,0,5,Neutral or dissatisfied
24474,Male,Loyal customer,41,Business travel,Business,867,3,3,3,3,4,5,4,3,3,3,3,4,3,5,47,48,Satisfied
24475,Male,Disloyal customer,25,Business travel,Eco,391,5,2,5,2,2,5,2,2,4,3,3,1,3,2,39,48,Satisfied
24476,Male,Disloyal customer,19,Business travel,Eco,728,2,2,2,2,3,2,3,3,5,5,4,3,4,3,0,0,Neutral or dissatisfied
24477,Female,Loyal customer,40,Personal Travel,Eco,296,2,4,2,3,2,2,2,2,3,3,4,5,5,2,2,0,Neutral or dissatisfied
24478,Male,Loyal customer,61,Personal Travel,Eco,145,4,5,4,4,5,4,5,5,3,3,4,3,4,5,0,0,Neutral or dissatisfied
24479,Female,Loyal customer,33,Business travel,Business,3200,3,3,3,3,2,5,5,4,4,4,4,3,4,5,0,0,Satisfied
24480,Male,Loyal customer,34,Business travel,Business,405,2,4,4,4,2,4,3,2,2,3,2,2,2,3,0,0,Neutral or dissatisfied
24481,Male,Loyal customer,51,Business travel,Business,321,0,0,0,3,4,4,4,3,2,4,5,4,4,4,167,154,Satisfied
24482,Male,Loyal customer,35,Personal Travel,Eco Plus,922,2,4,2,3,1,2,1,1,5,5,5,5,5,1,27,35,Neutral or dissatisfied
24483,Male,Disloyal customer,23,Business travel,Eco,209,2,3,3,3,4,3,4,4,3,3,3,1,3,4,0,0,Neutral or dissatisfied
24484,Male,Loyal customer,21,Business travel,Eco Plus,1269,5,4,4,4,5,5,4,5,3,1,4,4,5,5,44,37,Satisfied
24485,Male,Loyal customer,33,Business travel,Business,3637,2,2,2,2,4,4,4,4,5,5,4,5,4,4,91,88,Satisfied
24486,Male,Loyal customer,51,Business travel,Business,936,4,5,5,5,5,3,3,4,4,4,4,1,4,1,12,2,Neutral or dissatisfied
24487,Female,Loyal customer,47,Business travel,Business,3101,4,4,4,4,3,4,4,2,2,2,2,4,2,4,0,0,Satisfied
24488,Male,Loyal customer,14,Personal Travel,Eco,426,2,4,5,5,2,5,2,2,5,4,4,5,4,2,32,42,Neutral or dissatisfied
24489,Female,Loyal customer,34,Business travel,Business,395,5,5,3,5,1,5,2,4,4,4,4,1,4,5,0,0,Satisfied
24490,Male,Loyal customer,62,Business travel,Eco,1071,4,1,1,1,4,4,4,4,3,2,3,2,5,4,0,0,Satisfied
24491,Male,Loyal customer,56,Business travel,Business,2402,1,1,1,1,5,5,5,3,5,4,5,5,4,5,0,0,Satisfied
24492,Female,Disloyal customer,33,Business travel,Business,677,3,3,3,5,2,3,2,2,5,5,4,5,4,2,0,0,Neutral or dissatisfied
24493,Female,Loyal customer,43,Business travel,Business,2732,3,3,3,3,2,4,4,5,5,5,5,5,5,5,0,0,Satisfied
24494,Female,Loyal customer,52,Business travel,Business,3085,4,4,4,4,1,4,2,5,5,5,5,4,5,5,0,0,Satisfied
24495,Male,Disloyal customer,35,Business travel,Eco,1281,3,3,3,4,2,3,2,2,1,1,4,2,3,2,54,39,Neutral or dissatisfied
24496,Female,Loyal customer,35,Personal Travel,Eco,239,0,4,0,3,1,0,1,1,3,5,4,3,4,1,2,0,Satisfied
24497,Female,Loyal customer,26,Business travel,Business,1448,4,4,4,4,4,4,4,4,4,2,3,3,3,4,5,0,Neutral or dissatisfied
24498,Male,Loyal customer,40,Personal Travel,Eco,1874,5,4,5,4,2,5,2,2,3,3,3,1,3,2,33,27,Satisfied
24499,Male,Loyal customer,31,Personal Travel,Eco,2425,2,5,2,4,2,2,2,2,4,2,4,4,4,2,21,0,Neutral or dissatisfied
24500,Female,Loyal customer,46,Business travel,Business,3509,4,4,4,4,3,3,3,4,4,4,4,1,4,5,0,0,Satisfied
24501,Female,Disloyal customer,44,Business travel,Eco,374,1,0,1,3,3,1,3,3,2,1,4,1,4,3,0,0,Neutral or dissatisfied
24502,Male,Disloyal customer,38,Business travel,Business,441,3,2,2,1,2,2,2,2,5,3,4,5,4,2,0,0,Neutral or dissatisfied
24503,Male,Loyal customer,53,Personal Travel,Eco,2300,4,5,4,1,1,4,1,1,3,5,4,3,5,1,0,0,Satisfied
24504,Male,Loyal customer,38,Business travel,Eco,130,4,2,2,2,4,4,4,4,5,3,2,3,1,4,3,2,Satisfied
24505,Female,Loyal customer,45,Business travel,Business,3700,4,4,5,4,2,4,2,4,4,4,4,4,4,5,13,0,Satisfied
24506,Female,Loyal customer,40,Business travel,Business,2356,0,1,1,1,5,4,5,3,3,3,3,3,3,5,4,0,Satisfied
24507,Male,Loyal customer,25,Personal Travel,Eco,409,1,4,1,4,1,1,1,1,4,2,5,5,5,1,5,0,Neutral or dissatisfied
24508,Male,Disloyal customer,37,Business travel,Eco,448,2,1,3,3,2,3,2,2,3,4,3,3,4,2,26,28,Neutral or dissatisfied
24509,Male,Loyal customer,19,Personal Travel,Eco,550,4,0,4,1,1,4,1,1,4,2,3,5,4,1,7,0,Neutral or dissatisfied
24510,Female,Loyal customer,51,Personal Travel,Business,1838,0,4,0,5,2,5,5,5,5,0,2,4,5,3,4,0,Satisfied
24511,Male,Loyal customer,60,Personal Travel,Eco,370,3,0,3,2,4,3,1,4,5,5,4,5,5,4,24,12,Neutral or dissatisfied
24512,Female,Loyal customer,22,Business travel,Eco Plus,413,3,2,2,2,3,2,1,3,2,1,4,1,3,3,0,0,Neutral or dissatisfied
24513,Female,Loyal customer,16,Personal Travel,Eco,447,3,4,3,5,4,3,4,4,4,2,5,5,4,4,0,0,Neutral or dissatisfied
24514,Male,Loyal customer,44,Business travel,Eco,802,4,3,3,3,4,4,4,4,1,1,3,1,3,4,35,34,Satisfied
24515,Female,Loyal customer,42,Business travel,Business,2524,4,4,4,4,5,4,4,4,4,4,4,3,4,3,0,0,Satisfied
