,gender,customer type,age,type of travel,class,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes,satisfaction,customer_age
20782,Female,Loyal customer,58,Business travel,Business,2125,2,3,3,3,5,4,3,2,2,2,2,3,2,2,0,0,Neutral or dissatisfied,Middle Adults
20783,Female,Loyal customer,23,Business travel,Business,1713,2,5,5,5,2,2,2,2,1,2,3,1,4,2,13,3,Neutral or dissatisfied,Youth
20784,Female,Loyal customer,58,Business travel,Business,1774,5,5,5,5,2,5,5,4,4,4,4,3,4,3,4,11,Satisfied,Middle Adults
20785,Female,Loyal customer,51,Business travel,Business,1780,2,2,2,2,2,4,4,2,2,2,2,3,2,3,0,0,Satisfied,Middle Adults
20786,Male,Loyal customer,55,Business travel,Eco,1411,5,3,3,3,5,5,5,5,2,3,3,2,1,5,0,0,Satisfied,Middle Adults
20787,Female,Loyal customer,46,Business travel,Business,2407,5,2,5,5,2,4,5,5,5,5,5,5,5,3,1,6,Satisfied,Middle Adults
20788,Female,Loyal customer,36,Business travel,Eco,641,4,1,5,1,4,4,4,4,3,5,5,4,5,4,0,0,Satisfied,Young Adults
20789,Female,Loyal customer,43,Business travel,Business,3363,4,4,4,4,3,4,4,4,4,4,4,3,4,5,53,57,Satisfied,Middle Adults
20790,Female,Disloyal customer,30,Business travel,Eco,150,2,3,2,4,4,2,4,4,4,3,3,1,4,4,0,0,Neutral or dissatisfied,Young Adults
20791,Male,Loyal customer,7,Personal Travel,Eco Plus,290,3,5,3,1,4,3,4,4,5,2,5,4,5,4,0,0,Neutral or dissatisfied,Youth
20792,Female,Loyal customer,62,Personal Travel,Eco,500,3,5,3,1,5,5,4,3,3,3,3,5,3,4,0,0,Neutral or dissatisfied,Senior
20793,Female,Loyal customer,36,Business travel,Business,226,2,5,5,5,4,3,4,2,2,2,2,2,2,1,4,0,Neutral or dissatisfied,Young Adults
20794,Male,Loyal customer,52,Business travel,Business,3073,5,5,5,5,2,4,5,5,5,5,5,5,5,5,0,0,Satisfied,Middle Adults
20795,Male,Loyal customer,48,Business travel,Eco,1855,4,2,1,2,4,4,4,4,1,3,3,2,2,4,0,0,Neutral or dissatisfied,Middle Adults
20796,Male,Loyal customer,14,Personal Travel,Eco,86,2,4,2,3,1,2,1,1,5,4,5,5,4,1,0,12,Neutral or dissatisfied,Youth
20797,Female,Loyal customer,45,Business travel,Business,1235,3,3,3,3,5,5,5,2,2,2,2,4,2,4,0,0,Satisfied,Middle Adults
20798,Male,Disloyal customer,62,Business travel,Business,1076,3,3,3,3,4,3,4,4,2,5,1,5,3,4,0,0,Neutral or dissatisfied,Senior
20799,Female,Loyal customer,62,Business travel,Eco,262,5,3,3,3,1,1,3,5,5,5,5,5,5,1,0,0,Satisfied,Senior
20800,Female,Loyal customer,41,Business travel,Business,2422,2,2,2,2,2,2,2,2,4,4,4,2,5,2,0,0,Satisfied,Middle Adults
20801,Male,Disloyal customer,27,Business travel,Business,580,4,4,4,4,3,4,3,3,3,5,4,5,4,3,16,11,Satisfied,Young Adults
20802,Male,Loyal customer,33,Personal Travel,Eco,277,1,0,1,3,4,1,4,4,1,1,2,5,1,4,0,2,Neutral or dissatisfied,Young Adults
20803,Female,Loyal customer,46,Personal Travel,Eco,829,3,5,3,3,5,4,5,1,1,3,1,5,1,5,0,0,Neutral or dissatisfied,Middle Adults
20804,Female,Loyal customer,56,Business travel,Business,416,2,2,2,2,5,5,2,3,3,3,3,3,3,1,0,0,Satisfied,Middle Adults
20805,Female,Loyal customer,33,Personal Travel,Eco,888,4,5,4,5,1,4,1,1,4,3,4,5,5,1,16,0,Neutral or dissatisfied,Young Adults
20806,Female,Loyal customer,40,Personal Travel,Eco,483,3,0,2,4,2,2,2,4,5,5,5,2,3,2,220,232,Neutral or dissatisfied,Young Adults
20807,Female,Loyal customer,52,Business travel,Business,2036,1,1,1,1,5,3,5,4,4,4,4,3,4,4,0,28,Satisfied,Middle Adults
20808,Female,Disloyal customer,23,Business travel,Business,667,5,5,5,4,4,5,4,4,4,4,4,5,4,4,0,0,Satisfied,Youth
20809,Male,Loyal customer,31,Business travel,Business,2576,5,5,3,5,4,4,4,5,3,4,5,4,4,4,233,229,Satisfied,Young Adults
20810,Male,Loyal customer,42,Business travel,Eco,429,5,2,2,2,5,5,5,5,3,2,3,1,3,5,31,24,Satisfied,Middle Adults
20811,Male,Loyal customer,52,Personal Travel,Eco,427,2,2,2,4,5,2,5,5,3,1,4,3,3,5,0,0,Neutral or dissatisfied,Middle Adults
20812,Female,Loyal customer,56,Business travel,Business,213,4,2,2,2,1,3,3,2,2,3,4,2,2,1,0,0,Neutral or dissatisfied,Middle Adults
20813,Male,Loyal customer,36,Business travel,Business,1337,2,4,4,4,2,2,2,2,2,1,2,4,2,1,40,27,Neutral or dissatisfied,Young Adults
20814,Female,Loyal customer,57,Business travel,Eco,1750,2,4,4,4,1,3,3,2,2,2,2,4,2,2,0,0,Neutral or dissatisfied,Middle Adults
20815,Male,Loyal customer,58,Business travel,Business,2303,2,2,2,2,3,4,5,5,5,5,5,5,5,4,17,10,Satisfied,Middle Adults
20816,Male,Loyal customer,35,Business travel,Eco,1035,5,5,4,4,5,5,5,5,2,1,5,5,5,5,20,9,Satisfied,Young Adults
20817,Male,Disloyal customer,11,Business travel,Eco,674,2,2,2,3,2,2,2,2,4,1,2,1,2,2,22,8,Neutral or dissatisfied,Youth
20818,Female,Disloyal customer,32,Business travel,Business,808,4,4,4,4,5,4,5,5,5,2,4,4,4,5,33,23,Neutral or dissatisfied,Young Adults
20819,Female,Disloyal customer,25,Business travel,Eco,925,2,2,2,3,5,2,5,5,4,5,4,4,4,5,0,0,Neutral or dissatisfied,Youth
20820,Female,Loyal customer,12,Personal Travel,Eco,342,5,5,5,1,5,5,5,5,4,5,5,4,2,5,17,22,Satisfied,Youth
20821,Male,Loyal customer,58,Personal Travel,Eco,628,2,5,2,4,2,2,2,2,3,5,5,3,4,2,0,0,Neutral or dissatisfied,Middle Adults
20822,Male,Disloyal customer,30,Business travel,Business,922,2,2,2,5,4,2,4,4,4,5,5,3,5,4,9,17,Neutral or dissatisfied,Young Adults
20823,Male,Loyal customer,40,Business travel,Business,1577,1,1,1,1,3,4,4,4,4,4,4,3,4,3,0,0,Satisfied,Young Adults
20824,Male,Loyal customer,57,Business travel,Business,2265,3,3,4,3,5,4,4,3,3,2,3,4,3,4,10,13,Satisfied,Middle Adults
20825,Male,Loyal customer,42,Personal Travel,Eco,1201,3,5,3,3,1,3,4,1,3,2,5,5,1,1,10,0,Neutral or dissatisfied,Middle Adults
20826,Male,Disloyal customer,80,Business travel,Eco,806,4,4,4,3,4,2,2,1,5,4,4,2,4,2,206,183,Neutral or dissatisfied,Senior
20827,Male,Loyal customer,27,Business travel,Business,2244,3,3,3,3,3,4,3,3,3,3,4,3,5,3,0,0,Satisfied,Young Adults
20828,Female,Loyal customer,17,Personal Travel,Eco,2342,2,3,2,1,4,2,4,4,2,5,2,2,3,4,52,40,Neutral or dissatisfied,Youth
20829,Female,Loyal customer,54,Business travel,Business,944,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,0,Satisfied,Middle Adults
20830,Female,Loyal customer,19,Business travel,Business,542,4,4,4,4,5,5,5,5,5,2,4,4,4,5,0,9,Satisfied,Youth
20831,Male,Loyal customer,35,Business travel,Business,3594,5,5,5,5,4,5,5,4,4,4,4,5,4,5,0,0,Satisfied,Young Adults
20832,Female,Disloyal customer,30,Business travel,Business,590,4,5,5,2,5,5,3,5,5,4,5,5,4,5,0,0,Satisfied,Young Adults
20833,Female,Loyal customer,57,Business travel,Business,2008,2,2,5,2,4,4,5,4,4,4,4,3,4,3,19,13,Satisfied,Middle Adults
20834,Female,Loyal customer,59,Business travel,Business,2613,5,5,5,5,3,5,2,4,4,4,4,5,4,4,9,2,Satisfied,Middle Adults
20835,Male,Loyal customer,43,Business travel,Business,928,2,2,2,2,2,5,5,5,5,5,5,5,5,5,0,0,Satisfied,Middle Adults
20836,Female,Loyal customer,54,Business travel,Business,2640,5,5,5,5,2,5,5,2,2,2,2,4,2,5,2,0,Satisfied,Middle Adults
20837,Male,Loyal customer,22,Business travel,Business,1501,2,5,2,5,2,3,2,2,2,3,3,4,4,2,12,54,Neutral or dissatisfied,Youth
20838,Male,Disloyal customer,41,Business travel,Business,709,4,5,5,5,4,3,3,5,5,5,4,3,3,3,302,312,Satisfied,Middle Adults
20839,Male,Loyal customer,33,Business travel,Eco,187,4,3,3,3,4,4,4,4,2,1,4,5,2,4,0,23,Satisfied,Young Adults
20840,Female,Disloyal customer,26,Business travel,Business,735,4,5,5,3,5,5,5,5,4,3,4,4,5,5,0,8,Satisfied,Young Adults
20841,Female,Loyal customer,55,Business travel,Business,3657,1,1,3,1,2,4,4,5,5,5,5,3,5,4,0,0,Satisfied,Middle Adults
20842,Male,Loyal customer,38,Business travel,Eco,249,1,2,2,2,1,1,1,1,3,1,3,1,4,1,21,30,Neutral or dissatisfied,Young Adults
20843,Female,Disloyal customer,24,Business travel,Business,1186,0,3,0,3,4,0,4,4,3,3,4,4,4,4,13,0,Satisfied,Youth
20844,Male,Loyal customer,32,Business travel,Business,633,2,4,4,4,2,2,2,2,1,4,2,2,2,2,0,0,Neutral or dissatisfied,Young Adults
20845,Male,Loyal customer,16,Business travel,Business,2685,1,4,4,4,1,1,1,1,4,5,3,1,4,1,0,0,Neutral or dissatisfied,Youth
20846,Male,Loyal customer,41,Business travel,Business,344,2,5,5,5,4,3,3,2,2,2,2,4,2,4,0,0,Neutral or dissatisfied,Middle Adults
20847,Male,Loyal customer,54,Personal Travel,Eco,782,3,5,3,4,1,3,1,1,5,5,5,5,5,1,7,6,Neutral or dissatisfied,Middle Adults
20848,Male,Loyal customer,36,Business travel,Business,1965,3,4,4,4,5,2,3,2,2,2,3,1,2,4,0,0,Neutral or dissatisfied,Young Adults
20849,Female,Loyal customer,43,Business travel,Business,689,3,3,3,3,5,5,4,4,4,4,4,5,4,5,0,0,Satisfied,Middle Adults
20850,Male,Loyal customer,13,Personal Travel,Business,1824,1,5,1,4,4,1,4,4,3,3,5,5,5,4,0,8,Neutral or dissatisfied,Youth
20851,Male,Loyal customer,47,Business travel,Business,3610,1,3,1,1,5,5,4,5,5,5,5,4,5,4,4,27,Satisfied,Middle Adults
20852,Male,Loyal customer,49,Business travel,Business,528,2,2,2,2,4,4,5,5,5,5,5,3,5,3,0,0,Satisfied,Middle Adults
20853,Female,Loyal customer,59,Business travel,Business,3021,2,2,2,2,2,4,4,5,5,5,5,3,5,5,0,0,Satisfied,Middle Adults
20854,Female,Loyal customer,48,Business travel,Business,925,1,1,1,1,2,4,5,5,5,5,5,4,5,4,44,88,Satisfied,Middle Adults
20855,Female,Loyal customer,63,Business travel,Eco,358,4,4,4,4,3,2,1,4,4,4,4,1,4,3,0,8,Satisfied,Senior
20856,Male,Loyal customer,53,Business travel,Eco Plus,177,1,1,1,1,1,1,1,1,1,4,3,4,3,1,0,0,Neutral or dissatisfied,Middle Adults
20857,Male,Disloyal customer,28,Business travel,Eco,853,2,2,2,3,4,2,4,4,2,1,3,2,3,4,2,19,Neutral or dissatisfied,Young Adults
20858,Female,Loyal customer,31,Business travel,Business,1560,2,2,4,2,4,4,4,4,5,4,5,3,3,4,0,0,Satisfied,Young Adults
20859,Female,Loyal customer,12,Business travel,Business,3540,3,3,3,3,4,4,4,4,5,5,5,5,4,4,0,0,Satisfied,Youth
20860,Male,Loyal customer,37,Business travel,Eco,324,4,1,1,1,4,4,4,4,4,3,3,2,5,4,0,0,Satisfied,Young Adults
20861,Female,Loyal customer,49,Business travel,Business,2139,5,5,5,5,5,5,5,5,5,5,5,5,5,3,9,1,Satisfied,Middle Adults
20862,Male,Loyal customer,44,Personal Travel,Eco,201,4,5,4,3,2,4,2,2,4,5,5,3,3,2,0,0,Satisfied,Middle Adults
20863,Male,Loyal customer,60,Business travel,Eco Plus,110,1,1,1,1,1,1,1,1,4,1,3,1,2,1,0,16,Neutral or dissatisfied,Middle Adults
20864,Male,Loyal customer,51,Business travel,Business,3183,2,2,2,2,3,5,5,5,5,5,5,5,5,5,13,11,Satisfied,Middle Adults
20865,Female,Loyal customer,32,Business travel,Business,2409,1,1,1,1,4,4,4,4,4,5,4,3,4,4,3,14,Satisfied,Young Adults
20866,Male,Loyal customer,67,Personal Travel,Eco,2556,1,4,1,1,2,1,2,2,4,3,3,5,4,2,0,0,Neutral or dissatisfied,Senior
20867,Male,Disloyal customer,44,Business travel,Business,655,3,3,3,4,4,3,4,4,4,4,4,3,3,4,36,42,Neutral or dissatisfied,Middle Adults
20868,Male,Loyal customer,39,Business travel,Business,3795,2,2,2,2,3,5,5,5,5,5,5,4,5,4,4,2,Satisfied,Young Adults
20869,Male,Loyal customer,37,Business travel,Business,1707,2,4,2,2,1,4,5,5,5,5,5,3,5,2,58,55,Satisfied,Young Adults
20870,Female,Loyal customer,47,Business travel,Business,1476,1,1,1,1,5,4,5,5,5,5,5,4,5,5,1,6,Satisfied,Middle Adults
20871,Male,Disloyal customer,21,Business travel,Business,925,5,0,5,4,1,5,1,1,3,4,5,3,4,1,0,23,Satisfied,Youth
20872,Male,Loyal customer,41,Business travel,Business,677,2,2,2,2,3,4,5,4,4,4,4,4,4,4,0,0,Satisfied,Middle Adults
20873,Male,Disloyal customer,23,Business travel,Business,968,5,0,5,4,5,4,4,3,3,5,4,4,3,4,0,0,Satisfied,Youth
20874,Female,Loyal customer,53,Business travel,Business,1712,4,4,4,4,3,5,5,5,5,5,5,3,5,4,0,0,Satisfied,Middle Adults
20875,Male,Loyal customer,52,Personal Travel,Eco,948,2,0,3,1,3,3,3,3,4,3,4,5,5,3,9,13,Neutral or dissatisfied,Middle Adults
20876,Female,Loyal customer,29,Business travel,Business,1449,4,4,4,4,4,4,4,4,3,3,1,2,4,4,0,22,Satisfied,Young Adults
20877,Male,Loyal customer,33,Business travel,Business,1953,4,2,2,2,2,2,4,2,1,4,4,4,4,2,34,37,Neutral or dissatisfied,Young Adults
20878,Female,Loyal customer,34,Personal Travel,Eco,143,2,5,2,4,5,2,5,5,3,5,1,5,4,5,0,0,Neutral or dissatisfied,Young Adults
20879,Female,Disloyal customer,22,Business travel,Eco,541,3,4,3,1,4,3,4,4,3,5,2,1,4,4,0,0,Neutral or dissatisfied,Youth
20880,Female,Disloyal customer,23,Business travel,Eco,639,3,4,3,3,5,3,4,5,3,2,4,1,4,5,2,2,Neutral or dissatisfied,Youth
20881,Male,Loyal customer,62,Personal Travel,Eco,641,3,4,2,3,4,2,4,4,5,5,4,3,4,4,0,0,Neutral or dissatisfied,Senior
20882,Female,Loyal customer,39,Business travel,Business,526,4,4,4,4,2,4,4,5,5,5,5,5,5,5,22,17,Satisfied,Young Adults
20883,Male,Loyal customer,13,Personal Travel,Eco,86,2,1,2,3,2,2,2,2,3,5,3,2,4,2,8,11,Neutral or dissatisfied,Youth
20884,Female,Loyal customer,47,Business travel,Business,3730,5,5,5,5,4,4,5,4,4,4,4,5,4,5,0,0,Satisfied,Middle Adults
20885,Female,Disloyal customer,48,Business travel,Business,1635,2,3,3,3,1,2,1,1,3,4,5,3,4,1,0,14,Neutral or dissatisfied,Middle Adults
20886,Male,Loyal customer,54,Business travel,Business,2446,3,3,4,3,3,4,5,4,4,4,4,4,4,5,18,0,Satisfied,Middle Adults
20887,Male,Disloyal customer,25,Business travel,Eco,869,4,3,3,4,1,4,1,1,3,2,3,4,4,1,0,0,Neutral or dissatisfied,Youth
20888,Female,Loyal customer,42,Business travel,Business,975,4,4,4,4,5,5,4,5,5,5,5,4,5,3,0,0,Satisfied,Middle Adults
20889,Male,Loyal customer,16,Personal Travel,Eco,328,3,4,5,4,2,5,4,2,5,2,5,3,5,2,0,0,Neutral or dissatisfied,Youth
20890,Female,Loyal customer,45,Business travel,Business,528,3,3,3,3,4,4,5,5,5,5,5,4,5,5,10,6,Satisfied,Middle Adults
20891,Male,Loyal customer,25,Business travel,Business,1089,3,3,2,3,5,5,5,5,3,5,4,5,5,5,31,15,Satisfied,Youth
20892,Female,Loyal customer,44,Personal Travel,Eco,545,1,2,1,3,5,4,4,4,4,1,5,4,4,4,0,0,Neutral or dissatisfied,Middle Adults
20893,Male,Loyal customer,38,Business travel,Business,2517,3,3,3,3,4,4,5,5,5,5,5,4,5,3,0,0,Satisfied,Young Adults
20894,Male,Loyal customer,29,Business travel,Business,1767,3,3,3,3,3,3,3,3,3,2,3,3,3,3,22,25,Neutral or dissatisfied,Young Adults
20895,Male,Loyal customer,30,Business travel,Eco Plus,1090,5,1,1,1,5,4,5,5,1,2,4,3,3,5,0,0,Neutral or dissatisfied,Young Adults
20896,Male,Loyal customer,56,Business travel,Business,2283,1,1,1,1,2,5,4,3,3,3,3,5,3,3,125,124,Satisfied,Middle Adults
20897,Male,Loyal customer,40,Business travel,Business,1733,1,1,1,1,2,4,4,5,5,5,5,3,5,5,9,0,Satisfied,Young Adults
20898,Female,Loyal customer,43,Business travel,Business,719,3,3,3,3,4,5,5,5,5,5,5,5,5,5,0,0,Satisfied,Middle Adults
20899,Male,Loyal customer,46,Business travel,Business,1918,4,4,4,4,2,4,4,5,5,5,5,3,5,4,17,0,Satisfied,Middle Adults
20900,Male,Loyal customer,29,Business travel,Business,2579,1,1,1,1,3,3,3,3,5,3,4,3,5,3,2,0,Satisfied,Young Adults
20901,Female,Disloyal customer,15,Business travel,Eco,951,3,3,3,4,4,3,5,4,4,5,5,4,5,4,1,0,Neutral or dissatisfied,Youth
20902,Female,Loyal customer,58,Business travel,Business,2055,3,3,3,3,5,5,5,4,2,4,5,5,5,5,149,142,Satisfied,Middle Adults
20903,Male,Loyal customer,56,Business travel,Business,2139,2,2,2,2,5,4,4,3,2,5,5,4,3,4,130,134,Satisfied,Middle Adults
20904,Female,Loyal customer,55,Business travel,Business,1979,5,5,5,5,3,4,4,4,4,4,4,5,4,3,15,33,Satisfied,Middle Adults
20905,Male,Loyal customer,59,Business travel,Business,447,1,1,1,1,5,5,5,4,4,4,4,5,4,3,0,0,Satisfied,Middle Adults
20906,Female,Loyal customer,35,Business travel,Business,1773,1,4,4,4,4,2,3,1,1,1,1,2,1,4,16,40,Neutral or dissatisfied,Young Adults
20907,Male,Loyal customer,46,Business travel,Business,309,5,5,5,5,2,4,4,4,4,4,4,5,4,4,0,0,Satisfied,Middle Adults
20908,Male,Loyal customer,42,Business travel,Eco,1224,1,5,5,5,1,1,1,1,4,4,3,3,3,1,0,4,Neutral or dissatisfied,Middle Adults
20909,Female,Loyal customer,23,Personal Travel,Eco Plus,484,2,5,2,2,3,2,4,3,4,2,5,3,5,3,0,0,Neutral or dissatisfied,Youth
20910,Male,Loyal customer,17,Business travel,Business,393,4,4,4,4,4,4,4,4,1,1,1,3,1,4,6,0,Satisfied,Youth
20911,Male,Loyal customer,46,Business travel,Business,3485,3,3,3,3,2,5,4,5,5,5,5,3,5,3,0,0,Satisfied,Middle Adults
20912,Female,Loyal customer,26,Personal Travel,Eco,491,2,5,2,2,1,2,1,1,4,5,3,2,3,1,0,27,Neutral or dissatisfied,Young Adults
20913,Female,Loyal customer,41,Business travel,Business,2043,2,2,4,2,4,4,5,4,4,4,4,3,4,4,5,0,Satisfied,Middle Adults
20914,Female,Loyal customer,13,Personal Travel,Eco,965,3,4,3,3,5,3,5,5,5,3,5,4,4,5,0,0,Neutral or dissatisfied,Youth
20915,Male,Loyal customer,40,Personal Travel,Eco,427,3,0,3,2,3,3,1,3,4,4,3,4,5,3,22,19,Neutral or dissatisfied,Young Adults
20916,Female,Loyal customer,50,Personal Travel,Eco Plus,1189,2,5,3,3,3,5,5,3,3,3,5,5,3,3,4,0,Neutral or dissatisfied,Middle Adults
20917,Female,Loyal customer,23,Personal Travel,Eco,312,2,5,2,4,5,2,5,5,3,2,4,3,5,5,0,0,Neutral or dissatisfied,Youth
20918,Female,Loyal customer,43,Business travel,Eco,1304,1,1,1,1,2,3,3,1,1,1,1,3,1,4,24,10,Neutral or dissatisfied,Middle Adults
20919,Female,Disloyal customer,45,Business travel,Eco,337,3,2,3,4,4,3,3,4,4,1,4,1,4,4,9,8,Neutral or dissatisfied,Middle Adults
20920,Female,Loyal customer,67,Personal Travel,Eco,228,3,5,3,1,2,5,5,4,4,3,4,5,4,3,0,0,Neutral or dissatisfied,Senior
20921,Female,Loyal customer,21,Personal Travel,Eco,590,2,1,2,3,3,2,3,3,3,2,3,1,3,3,0,0,Neutral or dissatisfied,Youth
20922,Male,Loyal customer,52,Personal Travel,Eco,1028,3,5,2,4,2,2,2,3,2,5,4,2,5,2,154,148,Neutral or dissatisfied,Middle Adults
20923,Female,Loyal customer,11,Personal Travel,Eco,251,3,1,3,3,4,3,4,4,2,3,3,3,4,4,0,0,Neutral or dissatisfied,Youth
20924,Female,Disloyal customer,24,Business travel,Eco,1003,1,1,1,1,5,1,5,5,5,5,4,4,4,5,0,0,Neutral or dissatisfied,Youth
20925,Female,Disloyal customer,30,Business travel,Business,2586,0,0,0,2,3,0,3,3,3,5,4,4,4,3,0,0,Satisfied,Young Adults
20926,Female,Loyal customer,56,Personal Travel,Eco,319,3,5,3,4,4,5,5,4,4,3,4,2,4,5,93,89,Neutral or dissatisfied,Middle Adults
20927,Male,Loyal customer,54,Business travel,Business,185,5,5,5,5,2,4,4,4,4,4,5,3,4,4,0,0,Satisfied,Middle Adults
20928,Male,Loyal customer,65,Personal Travel,Eco,304,3,5,3,5,1,3,1,1,4,2,5,4,5,1,0,0,Neutral or dissatisfied,Senior
20929,Female,Loyal customer,37,Business travel,Eco,190,3,2,2,2,3,4,3,3,3,2,5,1,5,3,0,0,Satisfied,Young Adults
20930,Male,Loyal customer,68,Personal Travel,Eco,214,3,0,3,4,4,3,3,4,3,5,3,1,4,4,1,0,Neutral or dissatisfied,Senior
20931,Male,Disloyal customer,18,Business travel,Eco,852,4,5,5,3,1,5,5,1,2,1,4,1,3,1,29,21,Neutral or dissatisfied,Youth
20932,Male,Loyal customer,40,Business travel,Business,224,4,4,4,4,5,4,4,4,4,4,4,4,4,3,6,33,Satisfied,Young Adults
20933,Female,Loyal customer,65,Personal Travel,Eco,208,2,2,2,1,1,1,2,1,1,2,1,4,1,4,1,0,Neutral or dissatisfied,Senior
20934,Male,Loyal customer,49,Business travel,Eco Plus,376,5,4,4,4,5,5,5,5,3,5,3,3,4,5,0,0,Satisfied,Middle Adults
20935,Male,Loyal customer,40,Business travel,Business,1195,4,4,4,4,2,5,5,4,4,4,4,3,4,4,0,0,Satisfied,Young Adults
20936,Female,Disloyal customer,29,Business travel,Eco,667,2,4,2,4,2,2,2,2,2,3,3,4,4,2,5,9,Neutral or dissatisfied,Young Adults
20937,Female,Loyal customer,19,Personal Travel,Eco,283,1,3,1,3,4,1,4,4,3,2,4,1,4,4,0,3,Neutral or dissatisfied,Youth
20938,Male,Loyal customer,16,Personal Travel,Eco,719,4,4,4,4,5,4,5,5,5,4,5,4,4,5,31,20,Neutral or dissatisfied,Youth
20939,Female,Loyal customer,16,Personal Travel,Eco,2300,3,1,3,2,5,3,3,5,1,2,2,1,3,5,0,0,Neutral or dissatisfied,Youth
20940,Male,Loyal customer,13,Personal Travel,Eco,1044,2,5,2,3,4,2,4,4,1,3,3,5,1,4,0,0,Neutral or dissatisfied,Youth
20941,Male,Loyal customer,32,Business travel,Business,2582,2,2,2,2,5,5,5,5,3,2,4,4,5,5,0,0,Satisfied,Young Adults
20942,Male,Disloyal customer,22,Business travel,Eco,1444,1,1,1,4,1,1,1,1,3,5,3,4,3,1,0,7,Neutral or dissatisfied,Youth
20943,Male,Loyal customer,68,Personal Travel,Business,903,3,5,3,2,1,1,3,1,1,3,1,3,1,2,82,65,Neutral or dissatisfied,Senior
20944,Female,Loyal customer,16,Personal Travel,Eco,1379,2,5,2,1,5,2,5,5,5,5,5,4,4,5,27,25,Neutral or dissatisfied,Youth
20945,Female,Loyal customer,42,Personal Travel,Eco,1091,3,3,3,4,5,3,4,5,5,3,5,2,5,3,0,0,Neutral or dissatisfied,Middle Adults
20946,Male,Loyal customer,39,Business travel,Business,2072,2,2,5,2,5,4,4,4,4,4,4,3,4,4,44,44,Satisfied,Young Adults
20947,Male,Loyal customer,55,Personal Travel,Eco,192,2,5,2,1,5,2,4,5,3,2,4,4,5,5,95,91,Neutral or dissatisfied,Middle Adults
20948,Female,Loyal customer,55,Business travel,Business,280,2,5,3,3,5,2,2,2,2,2,2,3,2,2,0,9,Neutral or dissatisfied,Middle Adults
20949,Male,Loyal customer,45,Business travel,Business,1851,1,1,1,1,4,3,4,2,2,2,2,3,2,4,0,0,Satisfied,Middle Adults
20950,Female,Loyal customer,9,Personal Travel,Eco,1431,3,3,3,5,1,3,1,1,1,1,4,4,1,1,0,0,Neutral or dissatisfied,Youth
20951,Male,Loyal customer,43,Business travel,Business,2456,1,1,1,1,1,2,5,4,4,5,4,4,4,5,37,44,Satisfied,Middle Adults
20952,Male,Loyal customer,52,Business travel,Business,2799,2,2,2,2,3,5,5,5,5,5,5,3,5,4,0,0,Satisfied,Middle Adults
20953,Male,Loyal customer,15,Personal Travel,Eco,1587,3,5,4,4,3,4,3,3,5,5,4,3,5,3,0,0,Neutral or dissatisfied,Youth
20954,Female,Loyal customer,32,Business travel,Business,1602,5,5,5,5,5,5,5,5,4,2,5,5,4,5,0,15,Satisfied,Young Adults
20955,Male,Loyal customer,45,Business travel,Business,270,0,1,1,2,5,4,4,1,1,1,1,3,1,3,77,76,Satisfied,Middle Adults
20956,Female,Disloyal customer,38,Business travel,Eco,378,1,2,1,3,4,1,4,4,3,5,4,2,3,4,0,0,Neutral or dissatisfied,Young Adults
20957,Female,Disloyal customer,26,Business travel,Business,356,4,3,4,2,4,4,4,4,4,2,5,3,5,4,21,17,Satisfied,Young Adults
20958,Male,Loyal customer,35,Business travel,Eco,862,4,4,4,4,4,4,4,4,3,2,5,3,1,4,0,0,Satisfied,Young Adults
20959,Female,Disloyal customer,24,Business travel,Eco,1091,2,2,2,1,3,2,3,3,5,2,3,5,4,3,0,0,Neutral or dissatisfied,Youth
20960,Male,Loyal customer,38,Business travel,Business,3921,2,2,4,2,2,4,5,5,5,5,5,4,5,3,6,0,Satisfied,Young Adults
20961,Female,Disloyal customer,24,Business travel,Eco,696,1,1,1,4,5,1,4,5,4,4,5,3,5,5,0,0,Neutral or dissatisfied,Youth
20962,Male,Loyal customer,9,Personal Travel,Eco,369,3,1,0,2,3,0,3,3,4,5,2,3,1,3,2,0,Neutral or dissatisfied,Youth
20963,Female,Loyal customer,39,Personal Travel,Eco,326,4,3,4,3,5,4,5,5,4,4,5,3,5,5,68,99,Satisfied,Young Adults
20964,Male,Loyal customer,45,Business travel,Business,2584,3,4,4,4,5,3,4,2,2,2,3,1,2,3,21,15,Neutral or dissatisfied,Middle Adults
20965,Female,Loyal customer,34,Personal Travel,Eco,255,3,2,3,3,1,3,1,1,4,2,3,4,4,1,0,0,Neutral or dissatisfied,Young Adults
20966,Male,Loyal customer,14,Personal Travel,Eco,109,5,0,5,3,5,5,2,5,3,3,4,5,5,5,26,35,Satisfied,Youth
20967,Male,Loyal customer,45,Business travel,Eco,204,1,4,4,4,2,1,2,2,3,4,4,4,4,2,0,1,Neutral or dissatisfied,Middle Adults
20968,Male,Loyal customer,27,Personal Travel,Eco,1721,2,4,2,5,5,2,5,5,1,3,3,5,2,5,0,0,Neutral or dissatisfied,Young Adults
20969,Male,Disloyal customer,20,Business travel,Eco,614,3,0,3,1,4,3,4,4,4,5,5,4,2,4,0,0,Neutral or dissatisfied,Youth
